sample	junction	class	frame_class	variants	complex_class	frame_count
L12	chr10_90013624_-:chr10_90016492_+	intergenic	_			NA
L12	chr22_29066121_-:chr10_109739705_+	gene_gene	_			NA
L12	chr22_29065533_-:chr10_109739718_-	intergenic	_			NA
L12	chr19_28939060_+:chr11_58226868_+	gene_intergenic	_			NA
L12	chr19_28936971_+:chr11_58227087_-	gene_intergenic	_			NA
L12	chr11_92876097_+:chr11_92879032_+	gene_intergenic	_			NA
L12	chr12_20262437_+:chr22_29065468_+	gene_intergenic	_			NA
L12	chr12_20532706_-:chr12_20545298_+	intragenic	_			NA
L12	chr12_20532841_-:chr12_20546003_-	intragenic	_			NA
L12	chr12_25632348_+:chr12_25632421_-	intragenic	_			NA
L12	chr12_63628975_+:chr12_63629059_-	intergenic	_			NA
L12	chr12_68900720_+:chr12_68903511_+	intergenic	_			NA
L12	chr12_69039534_-:chr12_69127129_+	gene_gene	_			NA
L12	chr12_69152662_-:chr12_69153875_-	intragenic	_			NA
L12	chr12_69795568_+:chr12_69797798_+	intergenic	_			NA
L12	chr17_40549459_+:chr12_122172340_+	intergenic	_			NA
L12	chr21_41906647_+:chr13_56639277_-	gene_intergenic	_			NA
L12	chr13_60110218_+:chr13_60110282_-	intergenic	_			NA
L12	chr18_57070970_+:chr13_87764749_+	intergenic	_			NA
L12	chr18_57070671_+:chr13_87764762_-	intergenic	_			NA
L12	chr13_89434677_+:chr13_98341249_-	intergenic	_			NA
L12	chr13_89434952_-:chr13_89584992_-	intergenic	_			NA
L12	chr13_89557091_+:chr13_96416911_-	gene_intergenic	complex_hidden_frame	chr13_89557091_+:chr13_96416911_-^chr13_89557091_+:chr13_96416911_-	complex	2
L12	chr13_98565690_-:chr13_98571544_-	intergenic	_			NA
L12	chr14_31139246_+:chr17_51008013_+	intergenic	_			NA
L12	chr14_31139526_-:chr14_31141129_+	intragenic	_			NA
L12	chr14_31141218_-:chr14_31150309_+	intragenic	_			NA
L12	chr14_34137911_-:chr18_68377200_+	gene_intergenic	_			NA
L12	chr17_16284406_+:chr14_41545847_+	intergenic	_			NA
L12	chr14_43310115_+:chr14_43447723_-	intergenic	_			NA
L12	chr14_43427102_-:chr14_43448025_-	intergenic	_			NA
L12	chr14_43447625_+:chr14_43447878_+	intergenic	_			NA
L12	chr15_42040319_-:chr15_42041971_+	intragenic	_			NA
L12	chr15_43787600_+:chr15_43797405_+	intragenic	_			NA
L12	chr16_5442946_-:chrY_18008646_+	gene_intergenic	_			NA
L12	chr16_46694561_-:chr16_46695628_+	intragenic	_			NA
L12	chr16_46695762_-:chr16_46696194_-	intragenic	_			NA
L12	chr16_47086978_+:chr16_47087064_-	intergenic	_			NA
L12	chr17_13867598_-:chrX_150156276_+	intergenic	_			NA
L12	chr17_16284498_-:chr17_16285216_+	intragenic	_			NA
L12	chr20_5094528_+:chr17_79430635_+	intergenic	_			NA
L12	chr20_5094625_-:chr17_79433357_-	gene_intergenic	_			NA
L12	chr18_4611922_+:chr18_76636929_-	intergenic	_			NA
L12	chr20_65399_+:chr18_4612170_-	intergenic	_			NA
L12	chr18_21781391_-:chr18_21781588_+	intragenic	_			NA
L12	chr18_40687635_+:chr18_40698250_-	gene_intergenic	_			NA
L12	chr22_29065753_-:chr18_50043188_+	intergenic	_			NA
L12	chr22_29065912_-:chr18_50043199_-	gene_gene	_			NA
L12	chr22_36677326_+:chr18_51487977_+	intergenic	_			NA
L12	chr22_36678793_-:chr18_51487984_-	intergenic	_			NA
L12	chr18_57070957_-:chr18_57071393_-	intergenic	_			NA
L12	chr18_73821432_-:chr18_73827684_+	intergenic	_			NA
L12	chr19_28961297_-:chr19_28961488_+	intragenic	_			NA
L12	chr19_28991393_+:chr19_30457597_+	gene_gene	_			NA
L12	chr19_29638115_-:chr19_30267000_-	intergenic	_			NA
L12	chr19_30493195_-:chr19_30576406_-	gene_intergenic	_			NA
L12	chr19_40095291_+:chr19_40096059_+	intragenic	_			NA
L12	chr19_41172984_-:chr19_41252825_-	intergenic	_			NA
L12	chr19_58770914_+:chr19_58780780_+	intragenic	_			NA
L12	chr20_3898211_+:chr21_41906662_-	intergenic	_			NA
L12	chrX_11731429_-:chr20_12683201_+	intergenic	_			NA
L12	chr20_13105555_-:chr20_14204278_+	gene_gene	_			NA
L12	chr20_17367791_-:chr20_17368016_+	intragenic	_			NA
L12	chr20_17368101_+:chr20_17369704_+	intragenic	_			NA
L12	chr20_17368887_-:chr20_17369729_+	intragenic	_			NA
L12	chr21_31719165_+:chr21_31719781_+	intergenic	_			NA
L12	chr22_29065550_+:chr22_29065775_+	intragenic	_			NA
L12	chr22_29065755_+:chrX_108665473_+	gene_intergenic	_			NA
L12	chr22_29066121_-:chrX_108665479_-	intergenic	_			NA
L12	chrX_19563210_-:chrX_19563343_+	intragenic	_			NA
L12	chrX_32484001_-:chrX_32721628_+	intragenic	_			NA
L12	chrX_33146487_+:chrX_33160556_-	intragenic	_			NA
L12	chrX_77212714_+:chrX_77217726_-	intragenic	_			NA
L12	chrX_77212898_-:chrX_77217741_+	intragenic	_			NA
L12	chrX_120523907_+:chrX_120560023_-	intergenic	_			NA
L12	chrX_135190626_-:chrX_135190627_+	intergenic	_			NA
L7	chr1_35552556_-:chr1_35566975_+	intragenic	_			NA
L7	chr1_71169337_-:chr1_71177929_+	intergenic	_			NA
L7	chr1_249125267_+:chr1_249125347_-	intergenic	_			NA
L7	chr2_165510_-:chr8_57164131_-	intergenic	_			NA
L7	chr2_205362820_+:chr2_205470632_-	gene_gene	_			NA
L7	chr4_45385384_+:chr2_237368306_-	intergenic	_			NA
L7	chr4_86435499_-:chr4_86466381_+	intragenic	_			NA
L7	chr4_168291081_-:chr4_168292065_+	intergenic	_			NA
L7	chr4_185572175_-:chr4_185572453_+	intragenic	_			NA
L7	chr9_90374880_-:chr4_190684480_-	intergenic	_			NA
L7	chr5_19067308_-:chr5_23211301_+	intergenic	_			NA
L7	chr5_23875038_-:chr11_30981102_+	gene_intergenic	_			NA
L7	chr5_24065981_+:chr11_44131557_-	gene_gene	_			NA
L7	chr5_103296996_-:chr5_103297060_+	intergenic	_			NA
L7	chr6_1617204_-:chr6_2192182_+	gene_intergenic	_			NA
L7	chr6_3447575_-:chr6_48252231_-	intergenic	_			NA
L7	chr6_3908207_+:chr6_3908293_+	intragenic	_			NA
L7	chr6_3908269_-:chrX_33399165_+	intergenic	_			NA
L7	chr6_17200568_+:chr6_17205282_+	intergenic	_			NA
L7	chr6_17205518_-:chr6_48260003_-	intergenic	_			NA
L7	chr6_25948426_+:chr6_41417181_+	intergenic	_			NA
L7	chr6_26102712_-:chr6_31281826_+	intergenic	_			NA
L7	chr6_27118169_+:chr6_27119081_+	intergenic	_			NA
L7	chr6_27455357_-:chr6_27460593_+	intergenic	_			NA
L7	chr6_30281856_+:chr6_41369316_-	gene_intergenic	_			NA
L7	chr6_39762400_-:chr6_39894251_+	gene_intergenic	_			NA
L7	chr6_41413982_+:chrX_102610942_-	intergenic	_			NA
L7	chr6_41415011_-:chr6_41415716_-	intergenic	_			NA
L7	chr6_42658326_-:chr6_42658369_+	intragenic	_			NA
L7	chr6_43711332_-:chr6_43713173_-	intergenic	_			NA
L7	chr6_73412324_-:chr6_73423809_+	intragenic	_			NA
L7	chr6_113371924_-:chr6_113382090_+	intergenic	_			NA
L7	chr6_152342081_-:chr6_152343726_+	intragenic	_			NA
L7	chr6_163328765_-:chr6_163332175_+	intragenic	_			NA
L7	chr7_11747353_-:chr7_11965478_+	intergenic	_			NA
L7	chr7_18215061_-:chr7_18284358_+	intragenic	_			NA
L7	chr7_38942192_-:chr7_38942245_+	intragenic	_			NA
L7	chr19_16625386_+:chr7_104697004_-	gene_gene	_			NA
L7	chr7_110836885_-:chr7_110869032_+	intragenic	_			NA
L7	chr7_118698263_-:chr7_118722507_+	intergenic	_			NA
L7	chr7_147051501_+:chr7_147077586_-	intragenic	_			NA
L7	chr7_147053152_-:chr7_147053647_+	intragenic	_			NA
L7	chr8_1486105_+:chr8_32332236_-	gene_gene	_			NA
L7	chr8_1604645_-:chr8_17274634_+	gene_intergenic	_			NA
L7	chr8_4019749_+:chr8_35423867_-	gene_intergenic	_			NA
L7	chr8_4061979_-:chr8_28091263_-	intergenic	_			NA
L7	chr8_5090121_+:chr8_15742773_+	intergenic	_			NA
L7	chr8_5461733_-:chr8_30525037_-	intergenic	_			NA
L7	chr8_5463735_+:chr8_35867069_+	gene_intergenic	_			NA
L7	chr8_5508454_-:chr8_27862613_+	intergenic	_			NA
L7	chr8_5597351_+:chr8_18851679_-	gene_intergenic	_			NA
L7	chr8_5597841_-:chr8_11536783_-	gene_intergenic	_			NA
L7	chr8_5606159_+:chr8_32233827_+	intergenic	_			NA
L7	chr8_5620392_-:chr8_20142269_-	gene_intergenic	_			NA
L7	chr8_6479830_+:chr8_34913007_+	gene_intergenic	_			NA
L7	chr8_6483798_-:chr8_30195770_-	gene_intergenic	_			NA
L7	chr8_11431016_+:chr8_20033402_-	intergenic	_			NA
L7	chr8_11435860_+:chr8_17043014_+	intergenic	_			NA
L7	chr8_11441011_-:chr8_27400690_+	intergenic	_			NA
L7	chr8_11465466_-:chr8_38341361_+	intergenic	_			NA
L7	chr8_11476990_+:chr8_32280070_+	intergenic	_			NA
L7	chr8_11532445_+:chr8_27963817_-	gene_intergenic	_			NA
L7	chr8_11535113_-:chr8_13208492_-	gene_gene	_			NA
L7	chr8_13208421_+:chr8_22124387_+	gene_intergenic	_			NA
L7	chr8_13224613_+:chr8_28742932_-	gene_gene	_			NA
L7	chr8_13230913_-:chr8_38698001_-	gene_gene	_			NA
L7	chr8_13233567_+:chr8_26516817_+	gene_intergenic	_			NA
L7	chr8_13253322_-:chr8_26515985_-	intergenic	_			NA
L7	chr8_14551779_+:chr8_21217877_+	gene_intergenic	complex_hidden_frame	chr8_14551779_+:chr8_21217877_+^chr8_17223667_+:chr8_21222200_-	complex	1
L7	chr8_14700393_-:chr8_14707677_+	intragenic	_			NA
L7	chr8_14847792_-:chr8_27422373_-	gene_gene	_			NA
L7	chr8_14905438_+:chr8_31278523_+	gene_intergenic	_			NA
L7	chr8_15031845_-:chr8_30582986_-	intergenic	_			NA
L7	chr8_15796552_+:chr8_22405693_+	intergenic	_			NA
L7	chr8_15823342_-:chr8_32047957_-	gene_intergenic	_			NA
L7	chr8_15830857_-:chr8_38666308_+	gene_gene	_			NA
L7	chr8_17222024_-:chr8_25994763_+	intergenic	_			NA
L7	chr8_17223667_+:chr8_21222200_-	gene_intergenic	complex_hidden_frame	chr8_14551779_+:chr8_21217877_+^chr8_17223667_+:chr8_21222200_-	complex	1
L7	chr8_17276426_-:chr8_37947726_+	intergenic	_			NA
L7	chr8_17376519_-:chr8_27257781_+	gene_gene	_			NA
L7	chr8_18847576_+:chr8_26478632_+	gene_gene	_			NA
L7	chr8_19985827_+:chr8_27960040_+	intergenic	_			NA
L7	chr8_19992057_-:chr8_28274415_-	intergenic	_			NA
L7	chr8_20028360_+:chr8_34922779_-	gene_intergenic	_			NA
L7	chr8_20133366_+:chr8_31115143_-	gene_intergenic	_			NA
L7	chr8_21987443_+:chr8_34183394_-	gene_intergenic	_			NA
L7	chr8_21992024_-:chr8_30286604_+	intergenic	_			NA
L7	chr8_22124562_-:chr8_31124661_+	intergenic	_			NA
L7	chr8_22454380_+:chr8_28250338_+	gene_gene	_			NA
L7	chr8_22454593_-:chr8_22455376_-	intragenic	_			NA
L7	chr8_22737084_+:chr8_33028829_+	gene_intergenic	_			NA
L7	chr8_22739239_-:chr8_27858879_-	gene_intergenic	_			NA
L7	chr8_23140174_+:chr8_33379731_+	intergenic	_			NA
L7	chr8_23142649_-:chr8_37935153_-	gene_intergenic	_			NA
L7	chr8_25364263_+:chr8_37953642_+	intergenic	_			NA
L7	chr8_25389660_-:chr8_26097624_-	intergenic	_			NA
L7	chr8_25479592_+:chr8_29911712_-	intergenic	_			NA
L7	chr8_25535328_-:chr8_33403430_-	intergenic	_			NA
L7	chr8_25536011_+:chr8_37950112_-	intergenic	_			NA
L7	chr8_25543148_-:chr8_27665871_-	gene_intergenic	_			NA
L7	chr8_25918412_+:chr8_27651077_+	intergenic	_			NA
L7	chr8_25924699_-:chr8_26301650_-	gene_intergenic	_			NA
L7	chr8_26261766_+:chr8_34061030_+	intergenic	_			NA
L7	chr8_26266025_-:chr8_30552178_+	gene_intergenic	_			NA
L7	chr8_26268205_+:chr8_33035968_-	intergenic	_			NA
L7	chr8_26883703_-:chr8_26887675_-	intergenic	_			NA
L7	chr8_26883724_-:chr8_26887654_-	intergenic	_			NA
L7	chr8_27259017_-:chr8_30579254_+	gene_intergenic	_			NA
L7	chr8_27404079_+:chr8_36026455_+	intergenic	_			NA
L7	chr8_27857591_+:chr8_28672595_-	intergenic	_			NA
L7	chr8_27968793_-:chr8_28074803_+	gene_intergenic	simple_hidden_frame	chr8_27968793_-:chr8_28074803_+	simple	3
L7	chr8_28671876_+:chr8_35888449_-	gene_gene	_			NA
L7	chr8_28682420_+:chr8_32235789_-	gene_intergenic	_			NA
L7	chr8_28686118_-:chr8_37863110_+	intergenic	_			NA
L7	chr8_28740719_+:chr8_31378856_+	gene_intergenic	simple_hidden_frame	chr8_28740719_+:chr8_31378856_+	simple	1
L7	chr8_28787810_-:chr8_30311459_-	gene_intergenic	_			NA
L7	chr8_29800716_+:chr8_31345932_-	intergenic	_			NA
L7	chr8_30156606_+:chr8_30458275_+	gene_intergenic	simple_hidden_frame	chr8_30156606_+:chr8_30458275_+	simple	1
L7	chr8_30638078_-:chr8_33679069_-	gene_gene	_			NA
L7	chr8_30845077_+:chr8_38853552_-	intergenic	_			NA
L7	chr8_32278081_-:chr8_38011016_-	gene_intergenic	_			NA
L7	chr8_34387535_+:chr8_37933807_+	intergenic	_			NA
L7	chr8_34518025_-:chr8_36053213_-	intergenic	_			NA
L7	chr8_37904954_-:chr8_38801074_+	gene_gene	_			NA
L7	chr8_57163789_+:chr8_57164310_+	intergenic	_			NA
L7	chr8_133406903_+:chr8_133406956_-	intragenic	_			NA
L7	chr9_17669554_-:chr9_23749640_+	gene_intergenic	_			NA
L7	chr9_33937156_-:chr9_33937201_+	intragenic	_			NA
L7	chr10_104379276_-:chr10_104379315_+	intragenic	_			NA
L7	chr10_107997344_-:chr10_107999232_+	intergenic	_			NA
L7	chr11_36290730_-:chr11_36291751_+	gene_intergenic	_			NA
L7	chr13_40192177_-:chr13_40192214_+	intergenic	_			NA
L7	chr13_68753698_-:chr13_70380752_+	gene_intergenic	_			NA
L7	chr14_31198074_+:chrX_99497307_+	intergenic	_			NA
L7	chr14_32938510_+:chr14_36175717_+	gene_gene	_			NA
L7	chr14_32938705_-:chr14_45651564_-	gene_intergenic	_			NA
L7	chr14_34121070_+:chrX_123003468_-	gene_gene	_			NA
L7	chr14_34678836_-:chrX_123352369_+	intergenic	_			NA
L7	chr14_35180746_+:chr14_37506545_-	gene_gene	_			NA
L7	chr14_35729699_+:chr14_37337032_+	gene_gene	_			NA
L7	chr14_35986643_-:chr14_42871893_+	intergenic	_			NA
L7	chr14_36074980_-:chr14_36219346_+	intragenic	_			NA
L7	chr14_36080786_+:chr14_36573977_-	gene_intergenic	_			NA
L7	chr14_36147525_-:chr14_36147598_-	intragenic	_			NA
L7	chr14_36147526_+:chrX_135612305_+	gene_intergenic	_			NA
L7	chr14_36187950_+:chr14_36611742_-	gene_gene	_			NA
L7	chr14_36555615_+:chr14_45656865_+	intergenic	_			NA
L7	chr14_36621857_+:chr14_42909412_+	gene_gene	_			NA
L7	chr14_36641979_-:chr21_45546323_+	intergenic	_			NA
L7	chr14_36712934_+:chrX_123786062_-	intergenic	_			NA
L7	chr14_36755775_-:chr14_36865457_+	intergenic	_			NA
L7	chr14_37321162_+:chr14_37321581_+	intragenic	_			NA
L7	chr14_37321645_-:chrX_124658215_-	intergenic	_			NA
L7	chr14_37691317_+:chr14_37692474_+	intragenic	_			NA
L7	chr14_37812622_-:chr14_45599036_-	gene_gene	_			NA
L7	chr14_38100089_-:chr14_42422086_+	gene_intergenic	_			NA
L7	chr14_40603271_+:chr14_49791593_+	intergenic	_			NA
L7	chr14_41489649_-:chr14_45715450_-	intergenic	_			NA
L7	chr14_42917039_-:chr14_50930891_+	gene_intergenic	_			NA
L7	chr14_42963752_-:chr14_42963914_-	intragenic	_			NA
L7	chr14_42963753_-:chrX_140000384_+	gene_intergenic	_			NA
L7	chr14_42963804_+:chrX_140000387_+	intergenic	_			NA
L7	chr14_43724816_+:chrX_135575978_+	intergenic	_			NA
L7	chr14_45221403_-:chr14_50594471_+	gene_intergenic	_			NA
L7	chr14_45598987_+:chr14_45599036_+	intragenic	_			NA
L7	chr21_45556361_+:chr14_45645485_-	gene_gene	_			NA
L7	chr14_45645588_-:chrX_135606826_-	gene_intergenic	_			NA
L7	chr14_45677426_-:chrX_151721599_+	intergenic	_			NA
L7	chr14_50759013_+:chrX_136476083_-	gene_intergenic	_			NA
L7	chr14_51097544_-:chrX_123000855_+	gene_gene	_			NA
L7	chr14_51336267_-:chr14_51337347_-	intragenic	_			NA
L7	chr14_62350297_-:chrX_126698602_-	gene_intergenic	_			NA
L7	chr14_77722208_+:chr14_77723956_+	intragenic	_			NA
L7	chr14_77823185_-:chrX_145331287_-	intergenic	_			NA
L7	chr15_88213770_-:chr15_88213813_+	intragenic	_			NA
L7	chr16_62925252_-:chr16_62925294_+	intergenic	_			NA
L7	chr16_74386489_-:chr16_74387545_+	intragenic	_			NA
L7	chr17_7563953_-:chr17_7575537_+	gene_intergenic	_			NA
L7	chr17_26196278_-:chr18_44729731_+	intergenic	_			NA
L7	chr17_29010217_+:chr17_29011724_+	intergenic	_			NA
L7	chr17_29023509_-:chr17_29037797_-	gene_intergenic	_			NA
L7	chr17_29600752_-:chr17_50209353_-	gene_gene	_			NA
L7	chr17_30629711_-:chr17_36375248_+	gene_intergenic	_			NA
L7	chr17_39773189_+:chr18_40078994_-	gene_intergenic	_			NA
L7	chr17_42272821_-:chr18_47043472_-	intergenic	_			NA
L7	chr17_44101798_+:chr17_49906681_+	gene_gene	_			NA
L7	chr17_46306983_+:chr17_46307044_+	intragenic	_			NA
L7	chr18_19206509_-:chr17_46307020_-	gene_gene	_			NA
L7	chr18_23358339_-:chr17_48446882_-	intergenic	_			NA
L7	chr18_7739571_+:chr18_13762139_-	gene_gene	_			NA
L7	chr18_19206407_+:chr18_19206548_+	intragenic	_			NA
L7	chr18_19338847_+:chr22_37762005_-	intergenic	_			NA
L7	chr18_35983285_-:chr18_36079384_-	intergenic	_			NA
L7	chr18_35987271_+:chr18_36627367_+	intergenic	_			NA
L7	chr18_36787583_-:chr18_42018402_-	intergenic	_			NA
L7	chr19_15773436_+:chr19_15775105_+	intergenic	_			NA
L7	chr19_19952133_-:chr19_33847705_-	intergenic	_			NA
L7	chr19_42462167_-:chr19_42465339_+	intergenic	_			NA
L7	chr19_42491193_+:chr19_42499952_-	intragenic	_			NA
L7	chrX_4964306_-:chrX_6968259_+	gene_intergenic	simple_hidden_frame	chrX_4964306_-:chrX_6968259_+	simple	1
L7	chrX_8094403_-:chrX_53996138_+	gene_intergenic	_			NA
L7	chrX_9759536_-:chrX_9760200_+	intragenic	_			NA
L7	chrX_25619372_+:chrX_35127940_-	intergenic	_			NA
L7	chrX_25710384_-:chrX_28545346_+	intergenic	_			NA
L7	chrX_29294369_+:chrX_36240720_+	intergenic	_			NA
L7	chrX_29294432_-:chrX_29294782_-	intragenic	_			NA
L7	chrX_54431444_-:chrX_90147297_+	intergenic	_			NA
L7	chrX_70248322_-:chrX_70248363_+	intergenic	_			NA
L7	chrX_99500905_-:chrX_118694193_+	gene_intergenic	_			NA
L7	chrX_112745287_-:chrX_112747038_+	intergenic	_			NA
L7	chrX_118946543_-:chrX_118949497_+	intergenic	_			NA
L7	chrX_118948324_+:chrX_118950652_+	intergenic	_			NA
L7	chrX_118949494_-:chrX_118950115_-	intergenic	_			NA
L7	chrX_126701090_+:chrX_151723400_-	intergenic	_			NA
L7	chrX_126701625_-:chrX_151722182_-	intergenic	_			NA
L7	chrX_132526274_-:chrX_133217795_+	intergenic	_			NA
L7	chrX_133260220_-:chrX_133260607_-	intergenic	_			NA
L7	chrX_133260230_+:chrX_144784751_-	intergenic	_			NA
L7	chrX_133574883_-:chrX_143315360_-	intergenic	_			NA
L7	chrX_135603834_-:chrX_135603908_-	intergenic	_			NA
L7	chrX_135603835_+:chrX_135603909_+	intergenic	_			NA
L7	chrX_144784571_+:chrX_144784759_+	intergenic	_			NA
L7	chrX_144986548_-:chrX_144990519_+	intergenic	_			NA
L3	chr3_184032297_-:chr1_217777872_+	gene_intergenic	_			NA
L3	chr1_220366223_-:chr1_245369383_-	gene_gene	_			NA
L3	chr3_186368786_-:chr1_235174145_+	gene_intergenic	_			NA
L3	chr1_235716638_-:chr1_238065951_+	intergenic	_			NA
L3	chr1_238296780_-:chr1_238297217_-	intergenic	_			NA
L3	chr1_238296996_+:chr1_243449839_-	gene_intergenic	_			NA
L3	chr1_243449727_+:chr1_243449850_+	intragenic	_			NA
L3	chr2_50897623_-:chr2_50898518_+	intragenic	_			NA
L3	chr2_105933814_+:chr2_106117001_-	gene_intergenic	_			NA
L3	chr3_107285016_-:chr3_147043514_+	gene_intergenic	_			NA
L3	chr3_159253476_+:chr3_159253543_-	intragenic	_			NA
L3	chr3_179465839_-:chr3_179465876_+	intragenic	_			NA
L3	chr3_186368709_+:chr3_186369077_+	intragenic	_			NA
L3	chr3_186415891_-:chr3_189460863_+	intergenic	_			NA
L3	chr4_21392830_+:chr6_67199012_+	gene_intergenic	_			NA
L3	chr4_21393163_+:chr6_67739274_+	gene_intergenic	_			NA
L3	chr4_21808128_+:chr5_33522221_+	gene_intergenic	_			NA
L3	chr4_21863337_-:chr4_21866112_-	intragenic	_			NA
L3	chr4_26399971_+:chr4_26686724_-	gene_gene	simple_fusion_gene	chr4_26399971_+:chr4_26686724_-	simple	1
L3	chr4_41555485_-:chr4_41555810_+	intragenic	_			NA
L3	chr4_46334135_-:chr4_46348619_+	intragenic	_			NA
L3	chr8_2268504_-:chr4_95038512_-	intergenic	_			NA
L3	chr22_29065625_+:chr4_118330193_+	gene_intergenic	_			NA
L3	chr22_29065912_-:chr4_118330198_-	intergenic	_			NA
L3	chr4_174392225_-:chr4_174392269_+	intergenic	_			NA
L3	chr5_39492_+:chr6_64503225_+	gene_intergenic	_			NA
L3	chr5_20216572_-:chr5_20263759_+	intragenic	_			NA
L3	chr5_20264272_-:chr5_20292288_+	intragenic	_			NA
L3	chr5_29208939_-:chr5_29214221_+	intergenic	_			NA
L3	chr5_32983236_-:chr5_33656891_-	intergenic	_			NA
L3	chr5_84265471_+:chr5_86660218_+	intergenic	_			NA
L3	chr5_86657039_-:chr5_86659688_-	intragenic	simple_hidden_frame	chr5_86657039_-:chr5_86659688_-	simple	3
L3	chr6_19772109_+:chr6_19772633_+	intragenic	_			NA
L3	chr6_19772357_-:chr6_19772527_+	intragenic	_			NA
L3	chr6_62550088_-:chr6_62551179_-	intragenic	_			NA
L3	chr6_64503545_-:chr6_67484928_-	intergenic	_			NA
L3	chr6_67088686_-:chr6_67108503_+	intergenic	_			NA
L3	chr6_67199133_-:chr6_67740084_-	intergenic	_			NA
L3	chrX_11953105_-:chr6_69120126_-	intergenic	_			NA
L3	chrX_11952983_+:chr6_69120128_+	intergenic	_			NA
L3	chr7_117177810_+:chr7_117177875_-	intragenic	_			NA
L3	chr14_27405216_-:chr8_73783982_+	gene_gene	_			NA
L3	chr8_73783989_-:chr8_73784258_-	intragenic	_			NA
L3	chr8_138840716_+:chr8_138840790_-	intragenic	_			NA
L3	chr8_141737654_-:chr8_141737694_+	intragenic	_			NA
L3	chr10_72385703_-:chr10_72448170_-	gene_intergenic	_			NA
L3	chr11_33796072_-:chr11_33796165_+	intergenic	_			NA
L3	chr11_126483773_-:chr11_126483984_+	intragenic	_			NA
L3	chr12_73374746_-:chr12_116480363_+	gene_intergenic	_			NA
L3	chr13_49813000_-:chr13_49813060_+	intergenic	_			NA
L3	chr16_52340306_+:chr16_52340387_-	intergenic	_			NA
L3	chrX_11953192_-:chr19_31406189_-	intergenic	_			NA
L3	chrX_29502712_-:chrX_29502747_+	intragenic	_			NA
G4	chr1_3827819_-:chr1_11678945_+	gene_intergenic	_			NA
G4	chr1_3828056_+:chr1_4788132_+	intergenic	_			NA
G4	chr1_3828156_-:chr1_9694041_-	gene_intergenic	_			NA
G4	chr1_3828919_+:chr1_11432516_-	intergenic	_			NA
G4	chr1_3829227_-:chr1_11658238_-	gene_intergenic	_			NA
G4	chr1_4020707_+:chr1_4828732_+	intergenic	complex_hidden_frame	chr1_4020707_+:chr1_4828732_+^chr1_4021052_-:chr1_10159001_-^chr1_4032526_+:chr1_11507654_+^chr1_4032573_-:chr1_6332147_+^chr1_4063433_+:chr1_5139135_-^chr1_4063522_-:chr1_6332248_-^chr1_4503758_+:chr1_11449917_+^chr1_4503758_+:chr1_11449917_+^chr1_4503758_+:chr1_11449917_+^chr1_4503875_-:chr1_4835636_+^chr1_4503875_-:chr1_4835636_+^chr1_4503875_-:chr1_4835636_+^chr1_4828792_-:chr1_4831583_-^chr1_4831409_+:chr1_5138901_+^chr1_4832300_+:chr1_5136394_+^chr1_4832337_-:chr1_11506300_+^chr1_4835764_-:chr1_5610335_-^chr1_4835764_-:chr1_5610335_-^chr1_4835764_-:chr1_5610335_-^chr1_5136378_+:chr1_11449979_-^chr1_5136378_+:chr1_11449979_-^chr1_5136378_+:chr1_11449979_-^chr1_5136485_-:chr1_5139327_-^chr1_5136485_-:chr1_5139327_-^chr1_5136517_-:chr1_5136524_-^chr1_5138926_-:chr1_5139080_+^chr1_5139009_+:chr1_11658097_+^chr1_5139009_+:chr1_11658097_+^chr1_5610270_+:chr1_10158778_-^chr1_5610270_+:chr1_10158778_-^chr1_5610270_+:chr1_10158778_-	complex	1
G4	chr1_4020804_+:chr1_5610402_+	intergenic	_			NA
G4	chr1_4021052_-:chr1_10159001_-	gene_intergenic	complex_hidden_frame	chr1_4020707_+:chr1_4828732_+^chr1_4021052_-:chr1_10159001_-^chr1_4032526_+:chr1_11507654_+^chr1_4032573_-:chr1_6332147_+^chr1_4063433_+:chr1_5139135_-^chr1_4063522_-:chr1_6332248_-^chr1_4503758_+:chr1_11449917_+^chr1_4503758_+:chr1_11449917_+^chr1_4503758_+:chr1_11449917_+^chr1_4503875_-:chr1_4835636_+^chr1_4503875_-:chr1_4835636_+^chr1_4503875_-:chr1_4835636_+^chr1_4828792_-:chr1_4831583_-^chr1_4831409_+:chr1_5138901_+^chr1_4832300_+:chr1_5136394_+^chr1_4832337_-:chr1_11506300_+^chr1_4835764_-:chr1_5610335_-^chr1_4835764_-:chr1_5610335_-^chr1_4835764_-:chr1_5610335_-^chr1_5136378_+:chr1_11449979_-^chr1_5136378_+:chr1_11449979_-^chr1_5136378_+:chr1_11449979_-^chr1_5136485_-:chr1_5139327_-^chr1_5136485_-:chr1_5139327_-^chr1_5136517_-:chr1_5136524_-^chr1_5138926_-:chr1_5139080_+^chr1_5139009_+:chr1_11658097_+^chr1_5139009_+:chr1_11658097_+^chr1_5610270_+:chr1_10158778_-^chr1_5610270_+:chr1_10158778_-^chr1_5610270_+:chr1_10158778_-	complex	1
G4	chr1_4021084_-:chr1_11102755_+	gene_intergenic	_			NA
G4	chr1_4021205_+:chr1_4831556_-	gene_intergenic	_			NA
G4	chr1_4021364_+:chr1_5133344_+	intergenic	_			NA
G4	chr1_4021516_-:chr1_4065419_-	intergenic	_			NA
G4	chr1_4021612_+:chr1_11302775_-	intergenic	_			NA
G4	chr1_4021703_-:chr1_7021012_+	intergenic	_			NA
